category,feature_type,name,area_km2,countries,country_count,continents,center_lat,center_lon,wikidata_id,area_source
Island,Island group,Amami,670.3,Japan,1,Asia,28.3179,129.3889,Q697278,Calculated from Natural Earth outlines
Island,Island,La Palma,632.8,Spain,1,Europe,28.6723,-17.8493,Q201689,Calculated from Natural Earth outlines
Island,Island group,Archipel Des Tuamotu,632.7,French Polynesia,1,Oceania,-18.1096,-140.7961,Q183963,Calculated from Natural Earth outlines
Island,Island,Ambrym,614.0,Vanuatu,1,Oceania,-16.2183,168.0882,Q459948,Calculated from Natural Earth outlines
Island,Island group,Line Islands,603.6,Kiribati,1,Oceania,-1.8483,-156.7742,Q234796,Calculated from Natural Earth outlines
Island,Island group,Tonga Islands,600.8,Tonga,1,Oceania,-19.004,-174.6163,,Calculated from Natural Earth outlines
Island,Island group,Sangihe Islands,591.0,Indonesia,1,Asia,2.9703,125.4457,Q14630786,Calculated from Natural Earth outlines
Island,Island,Rennell,590.9,Solomon Islands,1,Oceania,-11.6503,160.3249,Q59580,Calculated from Natural Earth outlines
Island,Island,Adak,589.5,United States,1,North America,51.7724,-176.6601,Q176381,Calculated from Natural Earth outlines
Island,Island,Moloka‘i,577.8,United States,1,North America,21.1325,-157.0064,Q193253,Calculated from Natural Earth outlines
Island,Island,Boa Vista,573.3,Cabo Verde,1,Africa,16.111,-22.8066,Q110440,Calculated from Natural Earth outlines
Island,Island,Menorca,569.0,Spain,1,Europe,39.9528,4.1005,Q52636,Calculated from Natural Earth outlines
Island,Island group,Guam,558.9,Guam,1,Oceania,13.4608,144.7604,Q16635,Calculated from Natural Earth outlines
Island,Island,Ibiza,539.6,Spain,1,Europe,38.9864,1.4323,Q52631,Calculated from Natural Earth outlines
Island,Island,Tanna,519.5,Vanuatu,1,Oceania,-19.509,169.3401,Q378281,Calculated from Natural Earth outlines
Island,Island group,Auckland Islands,506.5,New Zealand,1,Oceania,-50.8793,166.086,Q326951,Calculated from Natural Earth outlines
Island,Island group,Frisian Is.,492.5,"Germany, The Netherlands",2,Europe,53.4333,5.6271,,Calculated from Natural Earth outlines
Island,Island,Phuket I.,480.8,Thailand,1,Asia,8.0251,98.3488,Q1777775,Calculated from Natural Earth outlines
Island,Island group,Palau Is.,450.6,Palau,1,Oceania,6.5893,133.7692,,Calculated from Natural Earth outlines
Island,Island group,Seychelles,449.7,"Mauritius, Seychelles",2,Africa,-7.3674,52.1547,Q1042,Calculated from Natural Earth outlines
Island,Island,Pentecost,431.9,Vanuatu,1,Oceania,-15.7314,168.1805,Q960808,Calculated from Natural Earth outlines
Island,Island group,Kiritimati,426.5,Kiribati,1,Oceania,1.8718,-157.378,Q193331,Calculated from Natural Earth outlines
Island,Island,Pico,418.9,Portugal,1,Europe,38.4705,-28.3674,Q210811,Calculated from Natural Earth outlines
Island,Island,Terceira,418.4,Portugal,1,Europe,38.7195,-27.2058,Q215074,Calculated from Natural Earth outlines
Island,Island group,Bonaparte,415.8,Australia,1,Oceania,-14.9007,124.6188,Q2860198,Calculated from Natural Earth outlines
Island,Island,Onekotan,414.7,Russia,1,Europe,49.4521,154.7362,Q1043134,Calculated from Natural Earth outlines
Island,Island,Fogo,409.4,Cabo Verde,1,Africa,14.9287,-24.406,Q426555,Calculated from Natural Earth outlines
Island,Island,Kadavu,408.8,Fiji,1,Oceania,-19.043,178.182,Q1048944,Calculated from Natural Earth outlines
Island,Island,Jan Mayen,408.8,Norway,1,Europe,71.0039,-8.3765,Q14056,Calculated from Natural Earth outlines
Island,Island,Anjouan,403.7,Comoros,1,Africa,-12.2027,44.4009,Q231324,Calculated from Natural Earth outlines
Island,Island group,Lau Group,388.7,Fiji,1,Oceania,-18.9207,-178.8603,,Calculated from Natural Earth outlines
Island,Island group,Lau Group,388.7,Fiji,1,Oceania,-18.9406,179.8223,Q1062438,Calculated from Natural Earth outlines
Island,Island,Nendö,385.3,Solomon Islands,1,Oceania,-10.7568,165.9773,Q1267157,Calculated from Natural Earth outlines
Island,Island group,Nampö-Shotö,384.1,Japan,1,Asia,29.3272,140.7428,Q1964385,Calculated from Natural Earth outlines
Island,Island,Mussau,379.1,Papua New Guinea,1,Oceania,-1.4666,149.6382,Q1589522,Calculated from Natural Earth outlines
Island,Island,Enggano,367.8,Indonesia,1,Asia,-5.3856,102.282,Q1342338,Calculated from Natural Earth outlines
Island,Island,Mafia I.,357.6,Tanzania,1,Africa,-7.8226,39.7928,Q713391,Calculated from Natural Earth outlines
Island,Island,Mayotte,349.5,France,1,Europe,-12.8205,45.1448,Q17063,Calculated from Natural Earth outlines
Island,Island group,Oki Is.,340.8,Japan,1,Asia,36.1788,133.2102,Q483146,Calculated from Natural Earth outlines
Island,Island group,Batu Is.,340.5,Indonesia,1,Asia,-0.4117,98.4381,,Calculated from Natural Earth outlines
Island,Island group,Batu Is.,340.5,Indonesia,1,Asia,-0.1829,98.4535,,Calculated from Natural Earth outlines
Island,Island group,Hiva Oa,335.7,French Polynesia,1,Oceania,-9.7809,-139.015,Q937908,Calculated from Natural Earth outlines
Island,Island,Shmidta I.,335.4,Russia,1,Europe,81.1272,90.7291,Q944346,Calculated from Natural Earth outlines
Island,Island group,Nuku Hiva,332.3,French Polynesia,1,Oceania,-8.8715,-140.1295,Q21064,Calculated from Natural Earth outlines
Island,Island,Ushakova I.,322.4,Russia,1,Europe,80.9031,79.736,Q1320517,Calculated from Natural Earth outlines
Island,Island,Karkar,314.2,Papua New Guinea,1,Oceania,-4.6538,145.9676,Q720720,Calculated from Natural Earth outlines
Island,Island,Pohnpei,311.0,Micronesia,1,Oceania,6.8839,158.244,Q319836,Calculated from Natural Earth outlines
Island,Island group,Prince Edward Islands,305.7,South Africa,1,Africa,-46.7046,37.8461,Q46623,Calculated from Natural Earth outlines
Island,Island,Läna‘i,301.3,United States,1,North America,20.8393,-156.9036,Q187063,Calculated from Natural Earth outlines
Island,Island,Simushir,293.2,Russia,1,Europe,46.9631,152.0255,Q1423489,Calculated from Natural Earth outlines
Island,Island,Taveuni,293.0,Fiji,1,Oceania,-16.8218,-179.9309,,Calculated from Natural Earth outlines
Island,Island,St. Matthew I.,290.7,United States,1,North America,60.4583,-172.846,Q1655937,Calculated from Natural Earth outlines
Island,Island,Gaua,288.4,Vanuatu,1,Oceania,-14.2164,167.501,Q583383,Calculated from Natural Earth outlines
Island,Island group,South Sandwich Islands,288.1,South Georgia and the South Sandwich Islands,1,Antarctica,-57.7747,-26.4416,Q118223,Calculated from Natural Earth outlines
Island,Island group,Virgin Is.,286.3,"British Virgin Islands, U.S. Virgin Islands",2,North America,18.4985,-64.5717,,Calculated from Natural Earth outlines
Island,Island,São Nicolau,282.9,Cabo Verde,1,Africa,16.5845,-24.1059,Q492509,Calculated from Natural Earth outlines
Island,Island group,Izu-Shotö,281.8,Japan,1,Asia,32.7451,139.9543,,Calculated from Natural Earth outlines
Island,Island,Arctic Institute I.,274.3,Russia,1,Europe,75.3782,81.8692,Q779867,Calculated from Natural Earth outlines
Island,Island,Malta,270.6,Malta,1,Europe,35.9219,14.4223,Q193896,Calculated from Natural Earth outlines
Island,Island,Vize I.,262.2,Russia,1,Europe,79.5678,76.7503,Q387757,Calculated from Natural Earth outlines
Island,Island,Vanua Lava,253.6,Vanuatu,1,Oceania,-13.8151,167.4753,Q1509208,Calculated from Natural Earth outlines
Island,Island,Hierro,251.3,Spain,1,Europe,27.7428,-18.0372,Q1036287,Calculated from Natural Earth outlines
Island,Island,Kvitøya,217.9,Norway,1,Europe,80.1602,32.5896,Q851568,Calculated from Natural Earth outlines
Island,Island group,Whitsunday Group,213.8,Australia,1,Oceania,-20.2778,149.0129,Q1076507,Calculated from Natural Earth outlines
Island,Island group,Is. Revillagigedo,207.5,Mexico,1,North America,18.6514,-113.0813,Q849318,Calculated from Natural Earth outlines
Island,Island,Tongatapu,202.2,Tonga,1,Oceania,-21.164,-175.2792,Q620452,Calculated from Natural Earth outlines
Island,Island,Niue,193.1,Niue,1,Oceania,-19.0528,-169.8667,Q34020,Calculated from Natural Earth outlines
Island,Island group,Southern Cook Islands,174.4,Cook Islands,1,Oceania,-19.9368,-159.04,Q11826289,Calculated from Natural Earth outlines
Island,Island,I. Guadalupe,174.3,Mexico,1,North America,29.0473,-118.2972,Q853909,Calculated from Natural Earth outlines
Island,Island group,Bear Is.,173.8,Russia,1,Europe,70.7673,161.5905,,Calculated from Natural Earth outlines
Island,Island,Bjørnøya,173.2,Norway,1,Europe,74.4429,19.0645,Q194364,Calculated from Natural Earth outlines
Island,Island group,Raiatea,172.7,French Polynesia,1,Oceania,-16.8169,-151.4373,Q847008,Calculated from Natural Earth outlines
Island,Island group,Îles Crozet,172.0,French Southern Territories,1,Antarctica,-46.1235,50.6505,Q201698,Calculated from Natural Earth outlines
Island,Island,Sal,167.8,Cabo Verde,1,Africa,16.7314,-22.943,Q111989,Calculated from Natural Earth outlines
Island,Island group,Marshall Islands,163.8,Marshall Islands,1,Oceania,8.5187,168.5738,Q709,Calculated from Natural Earth outlines
Island,Island,Mohéli,162.7,Comoros,1,Africa,-12.308,43.7187,Q27222296,Calculated from Natural Earth outlines
Island,Island,Ni‘ihau,157.5,United States,1,North America,21.9054,-160.1492,Q239743,Calculated from Natural Earth outlines
Island,Island group,Islas Juan Fernandez,142.8,Chile,1,South America,-33.6884,-79.718,Q156325,Calculated from Natural Earth outlines
Island,Island,Príncipe,133.0,Sao Tome and Principe,1,Africa,1.6188,7.3927,Q210636,Calculated from Natural Earth outlines
Island,Island,Anatom,129.3,Vanuatu,1,Oceania,-20.1944,169.8155,Q528884,Calculated from Natural Earth outlines
Island,Island,Pribilof Islands,120.4,United States,1,North America,56.5826,-169.6498,Q1144173,Calculated from Natural Earth outlines
Island,Island,Aldabra I.,117.6,Seychelles,1,Africa,-9.3933,46.4531,Q272768,Calculated from Natural Earth outlines
Island,Island group,Maldive Islands,108.7,Maldives,1,Asia,3.0626,73.2453,Q17044696,Calculated from Natural Earth outlines
Island,Island,Mahé I.,105.5,Seychelles,1,Africa,-4.6676,55.4922,Q219642,Calculated from Natural Earth outlines
Island,Island,Tutuila,105.3,American Samoa,1,Oceania,-14.3068,-170.7469,Q269205,Calculated from Natural Earth outlines
Island,Island,Saipan,104.3,Northern Mariana Islands,1,Oceania,15.1864,145.7399,Q51679,Calculated from Natural Earth outlines
Island,Island,Vanikolo,102.4,Solomon Islands,1,Oceania,-11.6253,166.8186,Q1536424,Calculated from Natural Earth outlines
Island,Island,Santa Maria,100.1,Portugal,1,Europe,36.9777,-25.1098,Q217262,Calculated from Natural Earth outlines
Island,Island,Île de Pins,98.2,New Caledonia,1,Oceania,-22.5944,167.4817,Q292500,Calculated from Natural Earth outlines
Island,Island group,Yap Is.,92.8,Micronesia,1,Oceania,9.4948,138.0929,Q2599598,Calculated from Natural Earth outlines
Island,Island,Moorea,91.2,French Polynesia,1,Oceania,-17.5117,-149.8547,Q673400,Calculated from Natural Earth outlines
Island,Island,Ua Pou,83.5,French Polynesia,1,Oceania,-9.4052,-140.0941,Q614645,Calculated from Natural Earth outlines
Island,Island group,Ratak Chain,83.3,Marshall Islands,1,Oceania,10.7814,170.7187,Q700048,Calculated from Natural Earth outlines
Island,Island group,Ralik Chain,81.5,Marshall Islands,1,Oceania,8.8196,166.8839,Q697840,Calculated from Natural Earth outlines
Island,Island group,îles Wallis,76.0,Wallis and Futuna,1,Oceania,-13.2882,-176.1598,Q489003,Calculated from Natural Earth outlines
Island,Island group,Îles Tubuaï,69.8,French Polynesia,1,Oceania,-23.1327,-150.0843,,Calculated from Natural Earth outlines
Island,Island,Rota,65.4,Northern Mariana Islands,1,Oceania,14.1464,145.2009,Q949090,Calculated from Natural Earth outlines
Island,Island group,Truk,54.6,Micronesia,1,Oceania,7.3413,151.7327,Q3593555,Calculated from Natural Earth outlines
Island,Island,Fatu Hiva,52.0,French Polynesia,1,Oceania,-10.4823,-138.6569,Q632061,Calculated from Natural Earth outlines
Island,Island group,Chagos Archipelago,49.1,British Indian Ocean Territory,1,Asia,-6.3554,71.5792,Q192188,Calculated from Natural Earth outlines
Island,Island,Île Futuna,44.2,Wallis and Futuna,1,Oceania,-14.2733,-178.1489,Q664321,Calculated from Natural Earth outlines
Island,Island,Niuafo‘ou,41.1,Tonga,1,Oceania,-15.558,-175.6506,Q966941,Calculated from Natural Earth outlines
Island,Island group,Phoenix Islands,41.0,Kiribati,1,Oceania,-3.6956,-172.6296,Q271674,Calculated from Natural Earth outlines
Island,Island,Eiao,40.4,French Polynesia,1,Oceania,-8.0021,-140.7085,Q1301066,Calculated from Natural Earth outlines
Island,Island group,Kermadec Islands,39.2,New Zealand,1,Oceania,-29.3167,-177.9591,Q114935,Calculated from Natural Earth outlines
Island,Island,Niau,37.3,French Polynesia,1,Oceania,-16.1085,-146.3714,Q1984650,Calculated from Natural Earth outlines
Island,Island,Mangaia,36.7,Cook Islands,1,Oceania,-21.8804,-157.9422,Q1359323,Calculated from Natural Earth outlines
Island,Island,Tematagi,35.5,French Polynesia,1,Oceania,-21.6551,-140.6511,Q1531438,Calculated from Natural Earth outlines
Island,Island group,Daitö Islands,34.8,Japan,1,Asia,25.343,131.3077,Q697792,Calculated from Natural Earth outlines
Island,Island group,Laccadive Islands,34.1,India,1,Asia,9.948,73.1115,Q1266371,Calculated from Natural Earth outlines
Island,Island group,Îles Gambier,33.1,French Polynesia,1,Oceania,-22.2736,-135.8834,Q504043,Calculated from Natural Earth outlines
Island,Island,Anatahan,31.3,Northern Mariana Islands,1,Oceania,16.3556,145.6767,,Calculated from Natural Earth outlines
Island,Island,Tubuaï,28.9,French Polynesia,1,Oceania,-23.405,-149.492,Q514626,Calculated from Natural Earth outlines
Island,Island,Huahine,28.4,French Polynesia,1,Oceania,-16.7937,-151.009,Q521020,Calculated from Natural Earth outlines
Island,Island,Iwo Jima,25.5,Japan,1,Asia,24.799,141.3144,Q201633,Calculated from Natural Earth outlines
Island,Island,I. Clarión,22.2,Mexico,1,North America,18.3128,-114.7637,Q1095657,Calculated from Natural Earth outlines
Island,Island group,Tuvalu,21.6,Tuvalu,1,Oceania,-8.2139,178.6035,Q672,Calculated from Natural Earth outlines
Island,Island,Utupua,17.9,Solomon Islands,1,Oceania,-11.3129,166.5508,Q2081472,Calculated from Natural Earth outlines
Island,Island group,Northern Cook Islands,16.7,Cook Islands,1,Oceania,-11.0921,-162.9441,Q11832316,Calculated from Natural Earth outlines
Island,Island,Bora Bora,16.0,French Polynesia,1,Oceania,-16.4974,-151.7661,Q183113,Calculated from Natural Earth outlines
Island,Island,Aitutaki,14.5,Cook Islands,1,Oceania,-18.8896,-159.79,Q223379,Calculated from Natural Earth outlines
Island,Island,Starbuck,13.7,Kiribati,1,Oceania,-5.6229,-155.8933,Q911028,Calculated from Natural Earth outlines
Island,Island,Penrhyn,11.4,Cook Islands,1,Oceania,-8.995,-157.9754,Q950725,Calculated from Natural Earth outlines
Island,Island,Butaritari,10.0,Kiribati,1,Oceania,3.0426,172.8083,Q867325,Calculated from Natural Earth outlines
Island,Island,Tarawa,10.0,Kiribati,1,Oceania,1.3698,173.1211,Q2486,Calculated from Natural Earth outlines
Island,Island,Banaba,7.8,Kiribati,1,Oceania,-0.8611,169.539,Q271901,Calculated from Natural Earth outlines
Island,Island group,Paracel Islands,5.3,China,1,Asia,16.3139,112.4484,Q274388,Calculated from Natural Earth outlines
Island,Island group,Tokelau,4.2,New Zealand,1,Oceania,-8.9474,-172.0614,Q36823,Calculated from Natural Earth outlines
Island,Island,Tatakoto,4.1,French Polynesia,1,Oceania,-17.3064,-138.4448,Q953358,Calculated from Natural Earth outlines
Island,Island,Anaa,4.0,French Polynesia,1,Oceania,-17.4106,-145.4129,Q483126,Calculated from Natural Earth outlines
Island,Island,Pitcairn I.,3.2,Pitcairn,1,Oceania,-25.0405,-130.1052,Q1779748,Calculated from Natural Earth outlines
Island,Island group,Islas Desventuradas,2.5,Chile,1,South America,-26.2786,-80.0338,Q1160526,Calculated from Natural Earth outlines
Island,Island,Nukufetau,2.4,Tuvalu,1,Oceania,-8.0537,178.3802,Q745924,Calculated from Natural Earth outlines
Island,Island,Manihiki,2.2,Cook Islands,1,Oceania,-10.3517,-160.9811,Q967796,Calculated from Natural Earth outlines
Island,Island,Atafu,1.9,New Zealand,1,Oceania,-8.5633,-172.4877,Q642787,Calculated from Natural Earth outlines
Island,Island,Pukapuka,1.4,Cook Islands,1,Oceania,-10.853,-165.816,Q1130629,Calculated from Natural Earth outlines
Island,Island,I. San Félix,0.9,Chile,1,South America,-26.241,-80.0976,Q1891390,Calculated from Natural Earth outlines
Island,Island,Gardner Pinnacles,0.6,United States,1,North America,25.0419,-167.9988,Q1494164,Calculated from Natural Earth outlines
Island,Island,Lisianski,0.6,United States,1,North America,26.0919,-173.9627,Q661708,Calculated from Natural Earth outlines
Island,Island,Nihoa,0.4,United States,1,North America,23.074,-161.944,Q843411,Calculated from Natural Earth outlines
Island,Island,I. Sala y Gómez,0.4,Chile,1,South America,-26.4279,-105.4662,Q118821,Calculated from Natural Earth outlines
Lake,Lake,Lake Superior,82310.8,"Canada, United States",2,North America,47.7258,-88.2011,Q1066,Calculated from Natural Earth outlines
Lake,Lake,Lake Victoria,67031.7,"Kenya, Tanzania, Uganda",3,Africa,-1.2668,32.8657,Q5505,Calculated from Natural Earth outlines
Lake,Lake,Lake Huron,59936.6,"Canada, United States",2,North America,44.6859,-82.2883,Q1383,Calculated from Natural Earth outlines
Lake,Lake,Lake Michigan,57540.6,United States,1,North America,43.8785,-87.0887,Q1169,Calculated from Natural Earth outlines
Lake,Lake,Lake Tanganyika,32755.1,"Burundi, Democratic Republic of the Congo, Tanzania, Zambia",4,Africa,-6.0716,29.4618,Q5511,Calculated from Natural Earth outlines
Lake,Lake,Lake Baikal,31550.1,Russia,1,Europe,53.6311,108.1587,Q5513,Calculated from Natural Earth outlines
Lake,Lake,Great Bear Lake,30862.1,Canada,1,North America,65.9275,-120.3541,Q5525,Calculated from Natural Earth outlines
Lake,Lake,Lake Malawi,28839.1,"Mozambique, Malawi, Tanzania",3,Africa,-11.9497,34.5146,Q5532,Calculated from Natural Earth outlines
Lake,Lake,Great Slave Lake,26094.9,Canada,1,North America,61.8169,-113.9277,Q5539,Calculated from Natural Earth outlines
Lake,Lake,Lake Erie,25735.7,"Canada, United States",2,North America,42.247,-80.9667,Q5492,Calculated from Natural Earth outlines
Lake,Lake,Lake Winnipeg,24792.1,Canada,1,North America,52.4006,-97.4815,Q3272,Calculated from Natural Earth outlines
Lake,Lake,Lake Ontario,19463.7,"Canada, United States",2,North America,43.849,-77.6454,Q1062,Calculated from Natural Earth outlines
Lake,Lake,Lake Ladoga,17665.5,Russia,1,Europe,60.8447,31.661,Q15288,Calculated from Natural Earth outlines
Lake,Lake,Lake Balkhash,17595.0,Kazakhstan,1,Asia,45.903,73.9537,Q134485,Calculated from Natural Earth outlines
Lake,Lake,Georgian Bay,13812.0,Canada,1,North America,45.2473,-80.7439,Q1267413,Calculated from Natural Earth outlines
Lake,Lake,Lake Onega,9948.6,Russia,1,Europe,61.8905,35.5582,Q166162,Calculated from Natural Earth outlines
Lake,Lake,Lake Saimaa,9365.0,Finland,1,Europe,62.3272,29.5354,Q192770,Calculated from Natural Earth outlines
Lake,Reservoir,Represa de Sobradinho,8712.9,Brazil,1,South America,-10.1421,-42.4592,Q3234165,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Eyre North,8132.0,Australia,1,Oceania,-28.4839,137.2986,Q21890573,Calculated from Natural Earth outlines
Lake,Lake,Lago Titicaca,8106.7,"Bolivia, Peru",2,South America,-15.9204,-69.3539,Q35342,Calculated from Natural Earth outlines
Lake,Lake,Lake Athabasca,8090.4,Canada,1,North America,59.0354,-110.2013,Q272463,Calculated from Natural Earth outlines
Lake,Reservoir,Lake Volta,7959.9,Ghana,1,Africa,7.7278,0.065,Q201679,Calculated from Natural Earth outlines
Lake,Lake,Lago de Nicaragua,7821.5,Nicaragua,1,North America,11.5717,-85.3084,Q173862,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Turkana,7712.2,"Ethiopia, Kenya",2,Africa,3.5306,36.0751,Q182719,Calculated from Natural Earth outlines
Lake,Reservoir,Smallwood Reservoir,7025.6,Canada,1,North America,54.2751,-64.25,Q1539726,Calculated from Natural Earth outlines
Lake,Lake,Reindeer Lake,6719.6,Canada,1,North America,57.2198,-102.3442,Q1134446,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Issyk-Kul,6262.4,Kyrgyzstan,1,Asia,42.4489,77.0358,Q42191,Calculated from Natural Earth outlines
Lake,Reservoir,Samara Reservoir,5783.1,Russia,1,Europe,54.5723,48.6457,Q745937,Calculated from Natural Earth outlines
Lake,Lake,Vänern,5752.6,Sweden,1,Europe,58.8827,13.5936,Q173596,Calculated from Natural Earth outlines
Lake,Lake,Nettilling Lake,5453.8,Canada,1,North America,66.4979,-70.3817,Q1132211,Calculated from Natural Earth outlines
Lake,Lake,Lake Albert,5380.5,"Democratic Republic of the Congo, Uganda",2,Africa,1.7093,31.0106,Q125888,Calculated from Natural Earth outlines
Lake,Lake,Lake Winnipegosis,5362.2,Canada,1,North America,52.38,-100.0447,Q934638,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Torrens,5153.3,Australia,1,Oceania,-31.039,137.8331,Q163855,Calculated from Natural Earth outlines
Lake,Lake,Lac Moeru,5035.5,"Democratic Republic of the Congo, Zambia",2,Africa,-9.003,28.7131,Q504433,Calculated from Natural Earth outlines
Lake,Lake,Lake Manitoba,4837.5,Canada,1,North America,50.9971,-98.8447,Q645901,Calculated from Natural Earth outlines
Lake,Reservoir,Rybinsk Reservoir,4737.6,Russia,1,Europe,58.6183,38.3693,Q375029,Calculated from Natural Earth outlines
Lake,Reservoir,Lake Kariba,4708.5,"Zambia, Zimbabwe",2,Africa,-17.2348,27.5853,Q1047206,Calculated from Natural Earth outlines
Lake,Lake,Lake Taymyr,4658.5,Russia,1,Europe,74.5022,100.7216,Q845868,Calculated from Natural Earth outlines
Lake,Lake,Lake Nipigon,4542.1,Canada,1,North America,49.8326,-88.3486,Q122184,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Qinghai Hu,4459.1,China,1,Asia,36.8788,100.1133,Q201294,Calculated from Natural Earth outlines
Lake,Lake,Lake of the Woods,4384.6,"Canada, United States",2,North America,49.4239,-94.8218,Q845876,Calculated from Natural Earth outlines
Lake,Reservoir,Vilyuy Reservoir,4379.0,Russia,1,Europe,62.701,111.3096,Q2065167,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Urmia,4324.2,Iran,1,Asia,37.6977,45.5119,Q199551,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Gairdner,4237.7,Australia,1,Oceania,-31.7136,136.0221,Q965973,Calculated from Natural Earth outlines
Lake,Lake,Päijänne,4214.5,Finland,1,Europe,62.0927,25.7361,Q213769,Calculated from Natural Earth outlines
Lake,Reservoir,Lake Zaysan,4208.0,Kazakhstan,1,Asia,48.7253,83.4351,Q216621,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Great Salt Lake,4115.2,United States,1,North America,41.184,-112.5767,Q178741,Calculated from Natural Earth outlines
Lake,Reservoir,Bratsk Reservoir,4097.0,Russia,1,Europe,54.7367,103.1092,Q899803,Calculated from Natural Earth outlines
Lake,Lake,Lake Khanka,4045.4,"China, Russia",2,"Asia, Europe",44.9369,132.4325,Q201843,Calculated from Natural Earth outlines
Lake,Lake,Dubawnt Lake,3854.6,Canada,1,North America,63.1203,-101.6565,Q1262967,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lagoa Mirim,3842.6,"Brazil, Uruguay",2,South America,-32.8796,-53.2385,Q876280,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Sarygamysh Köli,3815.8,"Turkmenistan, Uzbekistan",2,Asia,41.9396,57.3736,Q257416,Calculated from Natural Earth outlines
Lake,Lake,North Channel,3685.9,"Canada, United States",2,North America,46.0432,-82.901,Q2000567,Calculated from Natural Earth outlines
Lake,Reservoir,Represa de Tucuruí,3590.6,Brazil,1,South America,-4.6032,-49.4879,Q3215567,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Mackay,3585.1,Australia,1,Oceania,-22.3329,128.7941,Q1074063,Calculated from Natural Earth outlines
Lake,Reservoir,Lake Nasser,3566.0,"Egypt, Sudan",2,Africa,22.797,32.5798,Q182796,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Van,3506.2,Turkey,1,Asia,38.6573,42.8161,Q126307,Calculated from Natural Earth outlines
Lake,Lake,North Aral Sea,3418.8,Kazakhstan,1,Asia,46.4336,60.6343,Q3358037,Calculated from Natural Earth outlines
Lake,Lake,South Aral Sea,3399.5,"Kazakhstan, Uzbekistan",2,Asia,45.2141,58.5268,Q276776,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Uvs Nuur,3313.5,"Mongolia, Russia",2,"Asia, Europe",50.3396,92.7686,Q81150,Calculated from Natural Earth outlines
Lake,Reservoir,Zeya Reservoir,3284.1,Russia,1,Europe,54.3075,127.7024,Q2576979,Calculated from Natural Earth outlines
Lake,Lake,Lake Tana,3141.2,Ethiopia,1,Africa,11.9617,37.2791,Q116685,Calculated from Natural Earth outlines
Lake,Lake,Amadjuak Lake,3132.6,Canada,1,North America,64.9966,-71.1649,Q452088,Calculated from Natural Earth outlines
Lake,Reservoir,Tsimlyansk Reservoir,3065.7,Russia,1,Europe,48.5215,43.4528,Q203536,Calculated from Natural Earth outlines
Lake,Reservoir,Cedar Lake,2943.4,Canada,1,North America,53.3364,-100.4589,Q1052532,Calculated from Natural Earth outlines
Lake,Reservoir,Réservoir de La Grande 2,2906.1,Canada,1,North America,53.8381,-76.624,Q22617464,Calculated from Natural Earth outlines
Lake,Lake,Saginaw Bay,2865.3,United States,1,North America,43.9878,-83.5551,Q2211837,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Alakol,2840.9,Kazakhstan,1,Asia,46.1165,81.7118,Q310547,Calculated from Natural Earth outlines
Lake,Lake,Lake Mistassini,2828.5,Canada,1,North America,50.7149,-73.8379,Q1458051,Calculated from Natural Earth outlines
Lake,Lake,Khövsgöl Nuur,2774.1,Mongolia,1,Asia,51.0302,100.4888,Q192215,Calculated from Natural Earth outlines
Lake,Lake,Lake Peipus,2767.7,"Estonia, Russia",2,Europe,58.6282,27.4899,Q19253,Calculated from Natural Earth outlines
Lake,Lake,Iliamna Lake,2692.5,United States,1,North America,59.5598,-155.1949,Q965436,Calculated from Natural Earth outlines
Lake,Alkaline Lake,Lake Frome,2579.2,Australia,1,Oceania,-30.6798,139.8003,Q626907,Calculated from Natural Earth outlines
Lake,Lake,Tonlé Sap,2538.0,Cambodia,1,Asia,12.8182,104.0284,Q199938,Calculated from Natural Earth outlines
Lake,Lake,Churchill Lake,2537.2,Canada,1,North America,56.1689,-108.3208,Q1089891,Calculated from Natural Earth outlines
Lake,Lake,Tai Hu,2507.1,China,1,Asia,31.2373,120.1376,Q140712,Calculated from Natural Earth outlines
Lake,Lake,Wollaston Lake,2415.3,Canada,1,North America,58.1189,-103.3403,Q1640500,Calculated from Natural Earth outlines
Lake,Reservoir,Represa Itaipu,2413.2,"Brazil, Paraguay",2,South America,-24.7565,-54.3951,Q10315670,Calculated from Natural Earth outlines
Lake,Lake,Lake Kivu,2404.5,"Democratic Republic of the Congo, Rwanda",2,Africa,-2.0306,29.2385,Q125912,Calculated from Natural Earth outlines
Lake,Lake,Nueltin Lake,2390.9,Canada,1,North America,60.2291,-99.4266,Q1514307,Calculated from Natural Earth outlines
Lake,Reservoir,Southern Indian Lake,2381.9,Canada,1,North America,57.1565,-98.285,Q1888211,Calculated from Natural Earth outlines
